rel_path,file_name,ext,size_bytes,status,searchable,programmatic,text_extractable,is_structured,page_or_sheet_count,attachment_count,estimated_entities,estimate_truncated,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,pi_categories,is_bde,complexity_bucket,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,ocr_attempted,ocr,ocr_pages,img_ocr_qualifying,img_ocr_calls,img_ocr_ok,img_decode_failed,di_calls,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,s2_detail,llm_tokens_total
CNG_Data2k_variance/files/Q00897.01-0000859523.PDF,Q00897.01-0000859523.PDF,.pdf,137442,ok,True,True,text,True,3,0,65,False,1,False,50-100,Name | Address | Email | Phone | Credentials | Health | Work-Related,True,Contact Information | Access Credentials | Health-Related Information | Work-Related Information,False,,ambiguous,True,yes,8716,standard,bde_llm_count,True,True,3,0,0,0,0,1,13.67,False,False,True,,True,clear_yes,yes,4826,True,structured_bde,False,,13542
CNG_Data2k_variance/files/Q00897.01-0000898137.PDF,Q00897.01-0000898137.PDF,.pdf,13331,ok,True,False,text,False,2,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.252,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000519224.0001.XLSX,Q00897.01-0000519224.0001.XLSX,.xlsx,45515,ok,True,True,text,True,1,0,438,False,1,False,100+,Name | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,17774,standard,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,63.378,False,False,True,,True,likely_no,no,9362,True,likely_non_responsive,True,,27136
CNG_Data2k_variance/files/Q00897.01-0000899060.PDF,Q00897.01-0000899060.PDF,.pdf,15392,ok,True,False,text,False,2,0,1,False,0,False,0-10,Money/Amount,False,Financial Account Information,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.091,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k_variance/files/Q00897.01-0000000936.PDF,Q00897.01-0000000936.PDF,.pdf,63659,ok,True,False,text,False,1,0,1,False,0,False,0-10,Name | Address | Date of Birth,True,Contact Information | Birth Information,False,,ambiguous,True,yes,3883,standard,,False,False,0,0,0,0,0,0,4.631,False,False,True,,True,clear_yes,yes,3923,False,standard,False,,7806
CNG_Data2k_variance/files/Q00897.01-0000112427.XLSX,Q00897.01-0000112427.XLSX,.xlsx,615427,ok,True,True,text,True,3,0,129,False,0,False,100+,Phone | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,15422,likely_non_responsive,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,3.418,True,False,False,stage1_nr,False,,,0,False,,False,,15422
CNG_Data2k_variance/files/Q00897.01-0000132491.PDF,Q00897.01-0000132491.PDF,.pdf,128857,ok,True,True,text,True,1,0,39,False,0,False,20-50,Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,7498,likely_non_responsive,bde_llm_count,True,True,1,0,0,0,0,1,6.845,True,False,False,stage1_nr,False,,,0,False,,False,,7498
CNG_Data2k_variance/files/Q00897.01-0000767440.0001.PDF,Q00897.01-0000767440.0001.PDF,.pdf,114725,ok,True,False,text,False,2,0,4,False,0,False,0-10,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4136,standard,"img_ocr:p1(1/1,+31chars)",False,False,0,1,1,1,0,1,7.34,False,False,True,,True,clear_no,no,4231,False,likely_non_responsive,True,,8367
CNG_Data2k_variance/files/Q00897.01-0000398366.0001.JPG,Q00897.01-0000398366.0001.JPG,.jpg,1824680,ok,True,False,text,False,1,0,2,False,0,False,0-10,Name | Address | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,3916,likely_non_responsive,,True,True,1,0,0,0,0,1,5.422,True,False,False,stage1_nr,False,,,0,False,,False,,3916
CNG_Data2k_variance/files/Q00897.01-0000777391.0001.PPTX,Q00897.01-0000777391.0001.PPTX,.pptx,71549,ok,True,False,text,False,6,0,1,False,0,False,0-10,Money/Amount | Work-Related,False,Financial Account Information | Work-Related Information,False,,ambiguous,True,no,4758,likely_non_responsive,,False,False,0,0,0,0,0,0,1.734,True,False,False,stage1_nr,False,,,0,False,,False,,4758
