rel_path,file_name,ext,size_bytes,status,searchable,programmatic,text_extractable,is_structured,page_or_sheet_count,attachment_count,estimated_entities,estimate_truncated,bde_person_count,bde_confirmed,entity_bucket,entities_found,value_signal,pi_categories,is_bde,complexity_bucket,ambiguity,llm_consulted,llm_responsive,llm_tokens,suggested_lane,detail,ocr_attempted,ocr,ocr_pages,img_ocr_qualifying,img_ocr_calls,img_ocr_ok,img_decode_failed,di_calls,elapsed_s,nr_stage1,bde_stage1,s2_ran,s2_skip_reason,s2_llm_consulted,s2_llm_responsiveness,s2_llm_responsive,s2_llm_tokens,s2_is_bde,s2_lane,s2_nr,s2_detail,llm_tokens_total
CNG_Data2k/files/Q00897.01-0000787579.0004.PDF,Q00897.01-0000787579.0004.PDF,.pdf,36383,ok,True,False,text,False,1,0,5,False,0,False,0-10,Name | Address | Phone | Card Expiry/CVV | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4382,standard,,False,False,0,0,0,0,0,0,2.448,False,False,True,,True,likely_no,no,4454,False,likely_non_responsive,True,,8836
CNG_Data2k/files/Q00897.01-0000408362.0001.0013.XLSX,Q00897.01-0000408362.0001.0013.XLSX,.xlsx,160316,ok,True,True,text,True,15,0,83,False,0,False,50-100,Phone | Payment Card | Bank/Account Number | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,no,9219,likely_non_responsive,bde_llm_count,False,False,0,0,0,0,0,0,2.459,True,False,False,stage1_nr,False,,,0,False,,False,,9219
CNG_Data2k/files/Q00897.01-0000909722.PDF,Q00897.01-0000909722.PDF,.pdf,34882,ok,True,False,text,False,3,0,30,False,30,False,20-50,Name | Address | Phone | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,14889,standard,bde_llm_count_roster,False,False,0,0,0,0,0,0,72.49,False,False,True,,True,clear_yes,yes,7946,False,standard,False,,22835
CNG_Data2k/files/Q00897.01-0000790745.MSG,Q00897.01-0000790745.MSG,.msg,53760,ok,True,False,text,False,0,1,4,False,0,False,0-10,Name | Address | Email | Phone | Health,True,Contact Information | Health-Related Information,False,,ambiguous,True,no,4151,likely_non_responsive,,False,False,0,0,0,0,0,0,1.855,True,False,False,stage1_nr,False,,,0,False,,False,,4151
CNG_Data2k/files/Q00897.01-0000704751.MSG,Q00897.01-0000704751.MSG,.msg,133120,ok,True,False,text,False,0,0,0,False,0,False,0-10,,False,,False,,clear_non_responsive,False,,0,likely_non_responsive,,False,False,0,0,0,0,0,0,0.084,True,False,False,stage1_nr,False,,,0,False,,False,,0
CNG_Data2k/files/Q00897.01-0000307404.MSG,Q00897.01-0000307404.MSG,.msg,146432,ok,True,False,text,False,0,2,8,False,6,False,0-10,Name | Address | Email | Phone | Card/Transaction | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,13964,standard,bde_llm_count,False,False,0,0,0,0,0,0,5.863,False,False,True,,True,likely_yes,yes,7458,False,standard,False,,21422
CNG_Data2k/files/Q00897.01-0000870336.PDF,Q00897.01-0000870336.PDF,.pdf,242570,ok,True,False,text,False,1,0,2,False,0,False,0-10,Name | Address | Email | Phone | Health,True,Contact Information | Health-Related Information,False,,ambiguous,True,yes,4222,standard,,True,True,1,0,0,0,0,1,7.843,False,False,True,,True,clear_yes,yes,4267,False,standard,False,,8489
CNG_Data2k\files\Q00897.01-0000851575.XLS,Q00897.01-0000851575.XLS,.xls,22238,ok,True,True,text,True,1,0,66,False,0,False,50-100,,False,,False,,ambiguous,True,no,3759,likely_non_responsive,roster_by_rowcount bde_llm_count,False,False,0,0,0,0,0,0,2.265,True,False,False,stage1_nr,False,,,0,False,,False,,3759
CNG_Data2k/files/Q00897.01-0000675605.MSG,Q00897.01-0000675605.MSG,.msg,1460736,ok,True,False,text,False,0,4,3,False,0,False,0-10,Name | Address | Email | Phone | Card/Transaction | Money/Amount,True,Contact Information | Financial Account Information,False,,ambiguous,True,yes,4769,standard,,False,False,0,0,0,0,0,0,63.236,False,False,True,,True,clear_no,no,4830,False,likely_non_responsive,True,,9599
CNG_Data2k/files/Q00897.01-0000819605.MSG,Q00897.01-0000819605.MSG,.msg,37376,error,False,False,,False,0,0,0,False,0,False,,,False,,False,,,False,,0,review_error,KeyError,False,False,0,0,0,0,0,0,0.255,False,False,False,extract_error,False,,,0,False,,False,,0
